ISBN,Book Title,Author(s),Class Title,Professor,APA Category
9780415968096,The African Philosophy Reader,"Coetzee, P.H. and Roux, A.P.J.",African Philosophical Thought,Julie Maybee,"African/Africana, African-American, and Caribbean Philosophy"
